facilityID,siteID,name,sampleDate,projectCode,cas_rn,analyte,fraction,relDepth,result,unit,detect,detectLimit,quantFlag,quantLimit,method,colMethod,resultType,matrix,medium,qualFlag,remark,county,huc8,type,aquifer
6,14000134,Lost Grove Lake,05/17/2017 10:10:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000134,Lost Grove Lake,06/26/2017 10:15:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000134,Lost Grove Lake,08/14/2017 09:51:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,2.2,ug/l,True,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000134,Lost Grove Lake,06/11/2018 09:14:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000134,Lost Grove Lake,07/30/2018 10:24:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000134,Lost Grove Lake,09/09/2018 10:00:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,SCOTT,07080103,Lake,
6,14000235,Ada Hayden Heritage Park Lake,08/07/2018 16:27:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,STORY,07080105,Lake,
6,14000235,Ada Hayden Heritage Park Lake,09/20/2018 07:04:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,STORY,07080105,Lake,
6,14000235,Ada Hayden Heritage Park Lake,06/19/2018 15:09:00,AMBLAKE-ISU,77238-39-2,Microcystin,Total,,0.6,ug/l,False,0.6,,,ISU 546 OH,ISULAKE,Actual,SW,Water,,,STORY,07080105,Lake,
6,21040001,Honey Creek Resort St. Park,08/15/2018 09:23:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/22/2018 09:34:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/29/2018 09:42:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/22/2019 10:50:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/29/2019 09:39:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/20/2013 13:10:00,BEACH,77238-39-2,Microcystin,Total,,0.22,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/27/2013 15:00:00,BEACH,77238-39-2,Microcystin,Total,,0.37,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/24/2016 11:00:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/01/2016 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.32,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/06/2016 13:00:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/14/2016 10:45:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/21/2016 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/28/2016 10:00:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/06/2016 10:35:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/12/2016 11:30:00,BEACH,77238-39-2,Microcystin,Total,,0.19,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/19/2016 09:40:00,BEACH,77238-39-2,Microcystin,Total,,0.39,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/26/2016 09:30:00,BEACH,77238-39-2,Microcystin,Total,,0.79,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/02/2016 09:45:00,BEACH,77238-39-2,Microcystin,Total,,0.92,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/09/2016 09:55:00,BEACH,77238-39-2,Microcystin,Total,,1.16,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/16/2016 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.95,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/23/2016 11:06:00,BEACH,77238-39-2,Microcystin,Total,,0.96,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/30/2016 11:03:00,BEACH,77238-39-2,Microcystin,Total,,0.91,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/19/2015 11:15:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/27/2015 11:25:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/02/2015 10:43:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/10/2015 10:20:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/15/2015 11:16:00,BEACH,77238-39-2,Microcystin,Total,,0.22,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/23/2015 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.2,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/30/2015 11:10:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/07/2015 10:50:00,BEACH,77238-39-2,Microcystin,Total,,0.2,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/14/2015 11:45:00,BEACH,77238-39-2,Microcystin,Total,,0.44,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/21/2015 10:55:00,BEACH,77238-39-2,Microcystin,Total,,0.23,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/29/2015 11:05:00,BEACH,77238-39-2,Microcystin,Total,,0.33,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/04/2015 10:30:00,BEACH,77238-39-2,Microcystin,Total,,1.87,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/11/2015 09:30:00,BEACH,77238-39-2,Microcystin,Total,,1.13,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/17/2015 10:30:00,BEACH,77238-39-2,Microcystin,Total,,6.49,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/25/2015 11:15:00,BEACH,77238-39-2,Microcystin,Total,,0.45,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,09/01/2015 11:04:00,BEACH,77238-39-2,Microcystin,Total,,0.8,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/20/2014 12:00:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/28/2014 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/03/2014 11:30:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/10/2014 10:45:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/17/2014 11:10:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/24/2014 10:50:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/01/2014 10:50:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/08/2014 11:00:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/15/2014 11:30:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/22/2014 11:00:00,BEACH,77238-39-2,Microcystin,Total,,0.72,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/29/2014 11:00:00,BEACH,77238-39-2,Microcystin,Total,,0.21,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/05/2014 11:00:00,BEACH,77238-39-2,Microcystin,Total,,4.02,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/13/2014 11:30:00,BEACH,77238-39-2,Microcystin,Total,,0.68,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/19/2014 11:50:00,BEACH,77238-39-2,Microcystin,Total,,0.77,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/26/2014 11:12:00,BEACH,77238-39-2,Microcystin,Total,,0.39,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/23/2018 09:50:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/30/2018 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/06/2018 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/13/2018 12:14:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/20/2018 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/27/2018 10:00:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/03/2018 08:35:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/11/2018 08:54:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/18/2018 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/25/2018 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/01/2018 09:20:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/08/2018 09:45:00,BEACH,77238-39-2,Microcystin,Total,,0.75,ug/l,False,0.75,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/24/2017 09:30:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/31/2017 10:54:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/07/2017 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/14/2017 09:40:00,BEACH,77238-39-2,Microcystin,Total,,1.71,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/21/2017 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/28/2017 10:30:00,BEACH,77238-39-2,Microcystin,Total,,0.47,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/05/2017 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.33,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/12/2017 10:15:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/19/2017 09:20:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/26/2017 11:15:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/02/2017 10:40:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/09/2017 11:00:00,BEACH,77238-39-2,Microcystin,Total,,0.3,ug/l,False,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/16/2017 09:15:00,BEACH,77238-39-2,Microcystin,Total,,0.45,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/23/2017 10:20:00,BEACH,77238-39-2,Microcystin,Total,,0.64,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/30/2017 10:40:00,BEACH,77238-39-2,Microcystin,Total,,0.4,ug/l,True,0.30,,,DNR 546 OH,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/20/2013 14:40:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/29/2013 13:45:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/04/2013 13:55:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/11/2013 14:10:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/18/2013 14:20:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/25/2013 15:45:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/01/2013 14:45:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/10/2013 14:05:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/16/2013 13:20:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/23/2013 15:50:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/30/2013 14:25:00,BEACH,77238-39-2,Microcystin,Total,,0.15,ug/l,False,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/06/2013 14:15:00,BEACH,77238-39-2,Microcystin,Total,,0.2,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/13/2013 13:30:00,BEACH,77238-39-2,Microcystin,Total,,0.25,ug/l,True,0.15,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/21/2012 17:45:00,BEACH,77238-39-2,Microcystin,Total,,0.1,ug/l,False,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,05/30/2012 15:00:00,BEACH,77238-39-2,Microcystin,Total,,0.1,ug/l,False,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/05/2012 18:40:00,BEACH,77238-39-2,Microcystin,Total,,0.1,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/13/2012 08:55:00,BEACH,77238-39-2,Microcystin,Total,,0.11,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/18/2012 16:30:00,BEACH,77238-39-2,Microcystin,Total,,0.22,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,06/25/2012 15:15:00,BEACH,77238-39-2,Microcystin,Total,,0.32,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/02/2012 14:10:00,BEACH,77238-39-2,Microcystin,Total,,0.44,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/09/2012 14:30:00,BEACH,77238-39-2,Microcystin,Total,,0.27,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/17/2012 19:00:00,BEACH,77238-39-2,Microcystin,Total,,0.11,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/23/2012 13:20:00,BEACH,77238-39-2,Microcystin,Total,,0.14,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,07/30/2012 14:05:00,BEACH,77238-39-2,Microcystin,Total,,0.26,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/06/2012 13:20:00,BEACH,77238-39-2,Microcystin,Total,,0.1,ug/l,False,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/13/2012 14:15:00,BEACH,77238-39-2,Microcystin,Total,,0.13,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/20/2012 13:00:00,BEACH,77238-39-2,Microcystin,Total,,0.17,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
6,21040001,Honey Creek Resort St. Park,08/29/2012 08:20:00,BEACH,77238-39-2,Microcystin,Total,,0.61,ug/l,True,0.1,,,TOT MICROCYSTIN,BEA002,Actual,SW,Water,,,APPANOOSE,10280201,Lake,
